"species","candidate_1_path","candidate_2_path","candidate_3_path","candidate_4_path","candidate_5_path","candidate_6_path","candidate_7_path","candidate_1_confidence","candidate_1_kind","candidate_1_locator","candidate_1_resolution_px","candidate_1_use","candidate_1_association_basis","candidate_1_inspection_reference","candidate_1_sha256","candidate_2_confidence","candidate_2_kind","candidate_2_locator","candidate_2_resolution_px","candidate_2_use","candidate_2_association_basis","candidate_2_inspection_reference","candidate_2_sha256","candidate_3_confidence","candidate_3_kind","candidate_3_locator","candidate_3_resolution_px","candidate_3_use","candidate_3_association_basis","candidate_3_inspection_reference","candidate_3_sha256","candidate_4_confidence","candidate_4_kind","candidate_4_locator","candidate_4_resolution_px","candidate_4_use","candidate_4_association_basis","candidate_4_inspection_reference","candidate_4_sha256","candidate_5_confidence","candidate_5_kind","candidate_5_locator","candidate_5_resolution_px","candidate_5_use","candidate_5_association_basis","candidate_5_inspection_reference","candidate_5_sha256","candidate_6_confidence","candidate_6_kind","candidate_6_locator","candidate_6_resolution_px","candidate_6_use","candidate_6_association_basis","candidate_6_inspection_reference","candidate_6_sha256","candidate_7_confidence","candidate_7_kind","candidate_7_locator","candidate_7_resolution_px","candidate_7_use","candidate_7_association_basis","candidate_7_inspection_reference","candidate_7_sha256","current_gallery_entries","current_plant_photographs","current_maps","outcome","review_notes","account_id","source_collection_count","source_quality_recovery_path","source_quality_recovery_locator"
"Brachychiton diversifolius","/Volumes/Crucial X10/SD/B B B/Brachychiton diversifolius/_1090920 Brachychiton diversifolius.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/A A A BOT GDNS 2.8.2026/Brachychiton diversifolius.981.JPG","/Volumes/Crucial X10/SD/B B B/Brachychiton diversifolius/_1090941 Brachychiton diversifolius.a.JPG","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/B B B/Brachychiton diversifolius/_1090934.JPG","","","A","loose photograph","","4000x3000","gallery option","Species named in the filename.","E089-04","0374528fe2b93eac0896a113a39bd6716d65ce097d36691df8241ac912cf9eea","A","loose photograph","","4864x3648","gallery option","Species named in the filename.","E089-05","fca911ce59576b4e816830db4320a700d2a44c6bb9a7d5e5e02cbd6d3d3de73f","A","loose photograph","","2426x1941","gallery option","Species named in the filename.","E089-06","54ff524761c3c22e49443e66e8e586e50900876fee013af5e60a0bdb21ba33d8","A","book image","PDF page 131; printed page 130; page-object index 1 (zero-based)","566x571","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p131-o1","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E089-12","34a84046c16392a500acd5570e53f74508aba1a87e040cc1f50b0a43cc1dd5df","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Closed fruit on the tree, emptied pods, newly opening fruit and whole-tree habit extend current flowers and seeded pods. Additional sequence has opened dark pods.","plant-8fb25b63b9b2be2c","8","",""
"Brachychiton megaphyllus","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/C. HERO SHOTS A-Z/BB/PICK/Yellow Oriole eating seeds of Red-flowered Kurrajong, Brachychiton megaphyllus.370.a.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/A A A A A Olive-backed Oriole, Austral Figbird, Brachy mega, 20.8.2026/Olive-backed Oriole on Brachychiton megaphyllus/SELECT/SELECT 2/PICK 1/PICK 2/Olive-backed Oriole on Brachychiton megaphyllus.166.a.JPG","/Volumes/Crucial X10/SD/B B B/Brachychiton megaphyllus/Select/Brachychiton megaphyllus.235.b.JPG","","","","","A","loose photograph","","1370x1713","gallery option","Species named in the filename.","E090-01","06943a1d133d6e41359ab96ddc505bd0fc733160c6098ef6a24f5eb69fe22ec5","A","loose photograph","","2232x2790","gallery option","Species named in the filename.","E090-11","0b42c6cfd25112e05e7a39d81cdd4e6002c5cc702d09741725ed01bc3c9a5d42","A","loose photograph","","3474x2605","gallery option","Species named in the filename.","E090-12","c5b3700f4be853f28d2eac0e84976715065bda1da9c2e4bc1f276feba701e01e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","1","Supported loose additions","Oriole using the fruit adds ecological context. Other bird exposures are alternatives. Current gallery item 4 is a distribution map, not a fourth plant photograph. Additional named photographs show oriole interaction and opened seed pods.","plant-7dd6edb0cbfd7a62","23","",""
"Breynia cernua","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Phyllanthaceae Antideama Endospermum Glocidon Macaranga Mallotus Margaritaria Surgada/Breynia cernua 657.JPG","","","","","","","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E091-04","c0078c523cb4c2b30aeeeb3757fb2db187a9a1e052a85061e1f3a7c94bb13ef3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Whole understorey shrub is the main addition; most remaining candidates repeat fruiting twigs.","plant-d812ed2eeb37ba5f","6","",""
"Bridelia tomentosa","/Volumes/Crucial X10/SD/B B B/Bridelia tomentosa/P1000765.JPG","/Volumes/Crucial X10/SD/B B B/Bridelia tomentosa/_1290308.JPG","","","","","","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E092-02","e215fa66a6b39c4bcccc36d57de5bafc3831199a9250131f28d26be3174120f1","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E092-06","4f0e7460e5ca07948101f1b84e838296006f194ce25c0c60ff300fc2ec457d1a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Developing fruit and wider leafy habit complement ripe black fruit close-ups.","plant-c9731d527539681b","6","",""
"Bruguiera exaristata","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","","","","","","","A","book image","PDF page 133; printed page 132; page-object index 1 (zero-based)","567x387","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p133-o1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Book addition only","Older book flower/foliage view differs from the existing pale reproductive detail; no new loose file.","plant-7070ab5f70437084","2","",""
"Buchanania arborescens","/Volumes/Crucial X10/SD/B B B/Buchanania arborescens/Select/Buchanania arborescens.a.JPG","/Volumes/Crucial X10/SD/B B B/Buchanania arborescens/_1070942 Buchanania arborescens.JPG","","","","","","A","loose photograph","","3739x2804","gallery option","Species named in the filename.","E094-02","3c504181b2191b5f47b04ca52d4229f77619dfb2db6797237da639c6f47a8eb6","A","loose photograph","","4000x3000","gallery option","Species named in the filename.","E094-04","607d68f09d12b50084925d7afc4ad257b8597f74ed5cef46ee1c4c2ea6868843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Closer open flowers and broader leaf/branch context offer modest additions.","plant-35f8973d22a72be3","8","",""
"Buchanania obovata","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/B B B/Buchanania obovata/P1190755.JPG","/Volumes/Crucial X10/SD/B B B/Buchanania obovata/_1020797.JPG","","","","","A","book image","PDF page 136; printed page 135; page-object index 1 (zero-based)","567x569","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p136-o1","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E095-05","05a062ee32efa29fe671e3287b6a56eedb87f2f8c6a0c0bbc81202138bf7704b","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E095-03","2ec31de6aa5659da100d47d168c6a9d2374ba9c64b854ebd9244730f50048258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Red young leaves, reproductive branch detail and the older fruit-bearing foliage view are useful options.","plant-7ac1631be5c02100","6","",""
"Buchnera linearis","/Volumes/Crucial X10/SD/B B B/Buchnera linearis/_1270218.JPG","","","","","","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E096-03","edefb96021df2f676c8a390852df9a663184f54460ab4eea42015f6a9effdb1a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Full flowering stem in grassland gives habitat and scale; other frames repeat flower close-ups.","plant-ef651919a12089ac","3","",""
"Caesalpinia bonduc","/Volumes/Crucial X10/HD/# COMPLETE NPNA NEW ED 2026/A. A. PHOTOS AND IMAGES/D. PLANT DESCRIPTIONS GENERA A-Z/CC/Caesalpinia bonduc/PICK/EXTRA/Caesalpinia bonduc.330.a.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/WILLIE BURGESS Plants of the nt photos/Fabaceae Acacia Erythrina Jacksonia Albizia Bossiaea Caseapinia Cathormion Erythrophleum Jacksonia Millettia Mucuna Senna Sesbania  Sophora Tamarindus/Caesalpinia bonduc 4.JPG","/Volumes/Crucial X10/SD/# A A A A NPNA 2026 NEW PHOTOS/1 1 1 1 1 1 EAST PT, HUMP DOO, BLACK JUNGLE 20.9.2026/Caesalpinia bonduc/P1170787.JPG","","","","","A","loose photograph","","2455x3273","gallery option","Species named in the filename.","E097-01","712c6168265df08fcf0cc9f7394c78225f7b7fc5059efb6bf373d8000ace475c","A","loose photograph","","5472x3648","gallery option","Species named in the filename.","E097-04","dde65698c6deb9c90b5db7bdb893c7b190213ace0ebe6fd1b90bce834f511ff9","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E097-08","40cff30ed85aa9dd3262c222cfa62e37d84710aef67a20463c085ce8fbb2b752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Closed prickly fruit and flower spike add stages beyond the current opened fruit and leaves. Additional sequence includes an opened prickly pod with seed.","plant-43b490d4a728a7f4","8","",""
"Calandrinia uniflora","/Volumes/Crucial X10/SD/C C C/Calandrinia uniflora VRD 27.4.25/Calandrinia uniflora Anjo Peninsula 8 IM.jpg","/Volumes/Crucial X10/SD/C C C/Calandrinia uniflora VRD 27.4.25/Calandrinia uniflora Anjo Peninsula 7 IM .jpg","","","","","","A","loose photograph","","5472x3080","gallery option","Species named in the filename.","E098-02","b1c1e37818d57f9e940d690ddfcb67816fe1b3adca8801ce1f064909978ac39a","A","loose photograph","","5472x3080","gallery option","Species named in the filename.","E098-03","ae7feee4b15c77903b73fe35827179ce78492067810ad7491d47f31df78e6b3f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Whole small plants and ground-level habitat add scale and foliage; repeated single-flower crops add little.","plant-1e90682964e968a5","6","",""
"Callicarpa candicans","/Volumes/Crucial X10/SD/# A A COMPLETED/Callicarpa candicans/_1240616.JPG","/Volumes/Crucial X10/SD/# A A COMPLETED/Callicarpa candicans/P1030517.JPG","","","","","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E099-04","905b8bee3d5a812b090542e6e16ea695ca97581baf4c1260b0ef6db37ef6aca9","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E099-11","251bed555bd289e9efe5fee68c28ae78ef253812d88348ea92e55a32df1d1845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Supported loose additions","Wider leafy/fruiting habit is the main gap; close flowers and berries are already well represented. Additional sequence has ripe purple fruit alongside flowers.","plant-2c481f8a7e3bee62","6","",""
"Callitris intratropica","/Volumes/Crucial X10/SD/C C C/Callitris intratropica/P1010724.JPG","/Volumes/Crucial X10/SD/C C C/Callitris intratropica/P1010415.JPG","/Volumes/Crucial X10/SD/C C C/Callitris intratropica/P1010714.JPG","","","","","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E100-06","812a470b951116406844cf32fe43fd767126e39b851091521c35a7ef5fe89ff7","B","loose photograph","","4864x3648","gallery option","Association through the named source folder or historical-name trail.","E100-03","60cde095b92c94cfa19e00699ee9235253d235f74872febd392c3e050dc462e6","B","loose photograph","","4000x3000","gallery option","Association through the named source folder or historical-name trail.","E100-07","1a4a3557b16b6f991963eecaf036be3fa5cb5b5998d90ac1a5d314e4d5ff9072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","0","Supported loose additions","Bark and fine foliage structure complement existing tree habit and cones. Additional sequence has dry cones among fine foliage.","plant-c8fc6e6d4b4b0bdb","8","",""
"Calophyllum sil","/Volumes/Crucial X10/SD/C C C/Calophyllum sil/Calophyllum sil Gubara.jpg","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/C C C/Calophyllum soulattri tbc or sil/_1030565.JPG","/Volumes/Crucial X10/SD/C C C/Calophyllum soulattri (tbc)/_1080863 Calophyllum sp sil or soulattri tbc, Robin Falls.JPG","","","","A","loose photograph","","3264x2448","gallery option","Species named in the filename.","E101-01","672e81b8a27da1b2fee2712488cd2d2dc8c8e5e4f0795bee9a4d41982f2f3b33","A","book image","PDF page 140; printed page 139; page-object index 2 (zero-based)","567x387","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p140-o2","","C","loose photograph","","4000x3000","identification-review lead","Association through the named source folder or historical-name trail; Source explicitly uncertain or a mixed/incorrectly labelled collection.","E101-02","1f47a10c761138260a01d45a4f6a93829e7935be7d38429efa46fa06b162a6f5","C","loose photograph","","4000x3000","identification-review lead","Association through the named source folder or historical-name trail; Source explicitly uncertain or a mixed/incorrectly labelled collection.","E101-03","707a15ece03739ae918bb95c26beb2125442c943913dc0e431f0cb3190409f1e","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Supported loose additions","Copper new growth, foliage and flower-bearing shoots are useful but all loose leads carry unresolved identification labels. Keep the sil/soulattri distinction open; older book provides a labelled leaf view.","plant-212a0afc01a2a2bf","6","",""
"Calophyllum soulattri","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/C C C/Calophyllum soulattri (tbc)/_1280945.JPG","","","","","","A","book image","PDF page 140; printed page 139; page-object index 1 (zero-based)","566x565","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p140-o1","","C","loose photograph","","4000x3000","identification-review lead","Association through the named source folder or historical-name trail; Source explicitly uncertain or a mixed/incorrectly labelled collection.","E102-02","ba0d619eb1a2b15e8fbd1fa316633b1322d4db6c4edf016b64fe7558a5cbabc3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","0","Book addition; loose leads need ID review","Bark and the older leaf-underside image add features. Loose labels are uncertain and overlap the Calophyllum sil investigation; do not allocate from appearance alone.","plant-d983d93ad33cee5d","6","",""
"Calytrix achaeta","/Volumes/Crucial X10/HD/AA NATIVE PLANTS OF NA 2021/FINAL FULL DRAFT/PROOF Native Plants of N Australia-PDF.pdf","/Volumes/Crucial X10/SD/C C C/Calytrix achaeta (tbc)/SELECT/Calytrix achaeta tbd.769.a.JPG","/Volumes/Crucial X10/SD/C C C/Calytrix achaeta (tbc)/P1000762.JPG","","","","","A","book image","PDF page 141; printed page 140; page-object index 2 (zero-based)","566x567","low-resolution fallback","Photograph positioned with the authored species account in the book proof.","B-p141-o2","","C","loose photograph","","2195x1646","identification-review lead","Association through the named source folder or historical-name trail; Source explicitly uncertain or a mixed/incorrectly labelled collection.","E103-01","0b6300133ca0d515e182826ecbc9593778b91cd03508ea30a090f8d5435aa68b","C","loose photograph","","4000x3000","identification-review lead","Association through the named source folder or historical-name trail; Source explicitly uncertain or a mixed/incorrectly labelled collection.","E103-05","fb04498952d0b694bb5ede19c4e76f5534620f8c2d2745217c81efcadd472a83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","Book addition; loose leads need ID review","Developing/yellowing reproductive growth and whole shrub are useful uncertain-ID leads. The book supplies an authored flowering-stem association.","plant-5edf2a1c790985ae","4","",""
